,agent,fit_parameters_hybrid,train_nlp_hybrid,test_acc_hybrid,test_nlp_hybrid,fit_parameters_wsls,train_nlp_wsls,test_acc_wsls,test_nlp_wsls,fit_parameters_logistic_regression,train_nlp_logistic_regression,test_acc_logistic_regression,test_nlp_logistic_regression,train_acc_rnn,train_nlp_rnn,test_acc_rnn,test_nlp_rnn
96,12,[0.  0.1 1. ],0.6931469805599653,0.44,0.6931469805599658,[0.58791224 0.50299411],0.685058815855854,0.54,0.680119079844927,"[array([0.27744733]), array([[ 0.16904989, -0.41243218,  0.35881501]])]",0.6759417554491304,0.5510204081632653,0.6693723858017728,0.6371428370475769,0.6411314010620117,0.5199999809265137,0.6827207803726196
97,12,[0.        5.4078659 1.       ],0.6931469805599653,0.44,0.6931469805599658,[0.6065587 0.5120481],0.6810441850669084,0.48,0.7068121394457043,"[array([0.28395827]), array([[ 0.29027572, -0.34021158,  0.31671225]])]",0.6741770406807531,0.5102040816326531,0.6858703682184659,0.6057142615318298,0.6585588455200195,0.6000000238418579,0.664198100566864
98,12,[0.50885034 0.77616539 0.        ],0.6787482868458238,0.58,0.6800941462462663,[0.60451979 0.5       ],0.682015836204475,0.52,0.6989582357736165,"[array([0.35255108]), array([[ 0.3270327 , -0.49212206,  0.09366124]])]",0.6744081739203752,0.5918367346938775,0.6885833691397376,0.654285728931427,0.6259745359420776,0.5400000214576721,0.7413058280944824
99,12,[0.  0.1 1. ],0.6931469805599653,0.52,0.6931469805599658,[0.59239145 0.51515141],0.6839035557726829,0.5,0.6823141441854326,"[array([0.2672299]), array([[ 0.24738731, -0.39600509,  0.29837048]])]",0.6765135580922231,0.5714285714285714,0.6593254817203372,0.677142858505249,0.6209726929664612,0.5199999809265137,0.7186405658721924
100,12,[0.  0.1 1. ],0.6931469805599653,0.44,0.6931469805599658,[0.60893922 0.47646956],0.6803721890973263,0.44,0.7138237037778252,"[array([0.40039514]), array([[ 0.20030155, -0.47106876,  0.22797316]])]",0.6721825515933616,0.5714285714285714,0.6978715753498136,0.6228571534156799,0.6531090140342712,0.5400000214576721,0.702131986618042
101,12,[0.47181516 0.98057923 0.30713449],0.6762226766646823,0.5,0.6991622638559896,[0.59239132 0.48484848],0.6839035557726536,0.48,0.692585499846708,"[array([0.34091231]), array([[ 0.12154249, -0.42369025,  0.29810571]])]",0.6762202794242916,0.5918367346938775,0.6731083790278198,0.6628571152687073,0.6505111455917358,0.6000000238418579,0.6776561141014099
102,12,[1.         0.64420471 0.65574748],0.679955441538935,0.7,0.6692176738479305,[0.57219252 0.5123457 ],0.6874172228190693,0.56,0.6709267425233528,"[array([0.24684671]), array([[ 0.13415433, -0.42483259,  0.30999513]])]",0.6797778070429141,0.6122448979591837,0.6516942989706405,0.6485714316368103,0.64042067527771,0.41999998688697815,0.8231042623519897
103,12,[0.  0.1 1. ],0.6931469805599653,0.46,0.6931469805599658,[0.5769231  0.48502998],0.6867547361331419,0.56,0.6738324979452612,"[array([0.29322682]), array([[-0.0175135 , -0.37165542,  0.45489205]])]",0.6772015725460427,0.6122448979591837,0.6712711813121693,0.6371428370475769,0.6533358693122864,0.5600000023841858,0.6854995489120483
104,13,[0.67129451 6.11432002 0.97775149],0.33443078204249926,0.76,0.36987363457576145,[0.87500007 0.32624109],0.4802874466419366,0.66,0.6091792915893101,"[array([1.19505852]), array([[0.06090006, 0.22559428, 2.10797146]])]",0.4103760413843875,0.6530612244897959,0.40261181413532476,0.8142856955528259,0.445821613073349,0.699999988079071,0.5549051761627197
105,13,[0.6551991  6.13966846 0.86436059],0.3299857879278081,0.8,0.430743011129552,[0.86574105 0.36089582],0.49387929016874516,0.72,0.543607993004385,"[array([1.13670411]), array([[0.05421078, 0.10935558, 2.38544589]])]",0.40068419279049133,0.673469387755102,0.4842450929743955,0.8028571605682373,0.5317365527153015,0.7400000095367432,0.6313067674636841
